Description,Month/Day,Year,Source(s),Image Provided?
"Universal Oil Products Co. (UOP) established a trust funded by its security holdings, designating ACS as the sole beneficiary. The income from this trust later became the Petroleum Research Fund (PRF).",,1944,"https://www.acs.org/funding/grants/petroleum-research-fund/about.html ; ""The American Chemical Society at 125: A Recent History, 1976-2001"" page 2",N
